region1,region2,Distance
NZ Auckland,AUS Queensland,0.0017505483
NZ Auckland,AUS Queensland,0.0011655017
NZ Auckland,AUS Queensland,0.0171351038
NZ Auckland,AUS Queensland,0.0171351038
NZ Canterbury,AUS Queensland,0.0171012326
NZ Canterbury,AUS Queensland,0.0165077969
NZ Canterbury,AUS Queensland,0.0005824112
NZ Canterbury,AUS Queensland,0.0005824112
NZ Canterbury,AUS Queensland,0.0011682248
NZ Canterbury,AUS Queensland,0.0171012326
NZ Canterbury,AUS Queensland,0.0171012326
NZ Canterbury,AUS Queensland,0.0171012326
NZ Canterbury,AUS Queensland,0.0005824112
NZ Canterbury,AUS Queensland,0.0005823264
NZ Canterbury,AUS Queensland,0.0141227691
NZ Canterbury,AUS Queensland,0.0177007530
NZ Canterbury,AUS Queensland,0.0171069582
NZ Canterbury,AUS Queensland,0.0177068383
NZ Canterbury,AUS Queensland,0.0171069582
NZ Canterbury,AUS Queensland,0.0000000000
NZ Canterbury,AUS Queensland,0.0000000000
NZ Canterbury,AUS Queensland,0.0005837712
NZ Canterbury,AUS Queensland,0.0005824112
NZ Canterbury,AUS Queensland,0.0153116241
NZ Canterbury,AUS Queensland,0.0159093528
NZ Canterbury,AUS Queensland,0.0153116241
NZ Canterbury,AUS Queensland,0.0005824112
NZ Canterbury,AUS Queensland,0.0000000000
NZ Canterbury,AUS Queensland,0.0000000000
NZ Canterbury,AUS Queensland,0.0017533624
NZ Canterbury,AUS Queensland,0.0005824112
NZ Canterbury,AUS Queensland,0.0147493358
NZ Canterbury,AUS Queensland,0.0141227691
NZ Canterbury,AUS Queensland,0.0005844536
NZ Wellington,AUS Queensland,0.0165527406
NZ Marlborough,AUS Queensland,0.0117467975
AUS New South Wales,AUS Queensland,0.0000000000
AUS New South Wales,AUS Queensland,0.0000000000
AUS New South Wales,AUS Queensland,0.0000000000
AUS New South Wales,AUS Queensland,0.0011655017
AUS New South Wales,AUS Queensland,0.0005836860
AUS New South Wales,AUS Queensland,0.0023339810
AUS New South Wales,AUS Queensland,0.0011655017
AUS New South Wales,AUS Queensland,0.0005824112
AUS New South Wales,AUS Queensland,0.0011655017
NZ Auckland,AUS Queensland,0.0147161012
NZ Auckland,AUS Queensland,0.0141444077
NZ Auckland,AUS Queensland,0.0153077811
NZ Auckland,AUS Queensland,0.0159055098
NZ Auckland,AUS Queensland,0.0153405805
NZ Auckland,AUS Queensland,0.0183110837
NZ Auckland,AUS Queensland,0.0183110837
NZ Canterbury,AUS Queensland,0.0099656793
NZ Canterbury,AUS Queensland,0.0093775111
NZ Canterbury,AUS Queensland,0.0147161012
NZ Canterbury,AUS Queensland,0.0147161012
NZ Canterbury,AUS Queensland,0.0153315339
NZ Canterbury,AUS Queensland,0.0099656793
NZ Canterbury,AUS Queensland,0.0099656793
NZ Canterbury,AUS Queensland,0.0099656793
NZ Canterbury,AUS Queensland,0.0147161012
NZ Canterbury,AUS Queensland,0.0147107661
NZ Canterbury,AUS Queensland,0.0058585526
NZ Canterbury,AUS Queensland,0.0105577457
NZ Canterbury,AUS Queensland,0.0093854557
NZ Canterbury,AUS Queensland,0.0099778729
NZ Canterbury,AUS Queensland,0.0093854557
NZ Canterbury,AUS Queensland,0.0141194424
NZ Canterbury,AUS Queensland,0.0141360761
NZ Canterbury,AUS Queensland,0.0147334478
NZ Canterbury,AUS Queensland,0.0147161012
NZ Canterbury,AUS Queensland,0.0058456179
NZ Canterbury,AUS Queensland,0.0064338533
NZ Canterbury,AUS Queensland,0.0058456179
NZ Canterbury,AUS Queensland,0.0147161012
NZ Canterbury,AUS Queensland,0.0141611003
NZ Canterbury,AUS Queensland,0.0141194424
NZ Canterbury,AUS Queensland,0.0159303364
NZ Canterbury,AUS Queensland,0.0147161012
NZ Canterbury,AUS Queensland,0.0064413885
NZ Canterbury,AUS Queensland,0.0058482738
NZ Canterbury,AUS Queensland,0.0147508352
NZ Wellington,AUS Queensland,0.0094241537
NZ Marlborough,AUS Queensland,0.0035026413
AUS New South Wales,AUS Queensland,0.0141360761
AUS New South Wales,AUS Queensland,0.0141194424
AUS New South Wales,AUS Queensland,0.0141194424
AUS New South Wales,AUS Queensland,0.0153134728
AUS New South Wales,AUS Queensland,0.0147281000
AUS New South Wales,AUS Queensland,0.0165136882
AUS New South Wales,AUS Queensland,0.0153405805
AUS New South Wales,AUS Queensland,0.0147161012
AUS New South Wales,AUS Queensland,0.0153134728
AUS Queensland,AUS Queensland,0.0141444077
NZ Auckland,AUS Queensland,0.0165052607
NZ Auckland,AUS Queensland,0.0159346231
NZ Auckland,AUS Queensland,0.0170969872
NZ Auckland,AUS Queensland,0.0177177726
NZ Auckland,AUS Queensland,0.0171351038
NZ Auckland,AUS Queensland,0.0023296489
NZ Auckland,AUS Queensland,0.0023296489
NZ Canterbury,AUS Queensland,0.0200704393
NZ Canterbury,AUS Queensland,0.0194762601
NZ Canterbury,AUS Queensland,0.0165052607
NZ Canterbury,AUS Queensland,0.0165052607
NZ Canterbury,AUS Queensland,0.0171452353
NZ Canterbury,AUS Queensland,0.0200704393
NZ Canterbury,AUS Queensland,0.0200704393
NZ Canterbury,AUS Queensland,0.0200704393
NZ Canterbury,AUS Queensland,0.0165052607
NZ Canterbury,AUS Queensland,0.0164978260
NZ Canterbury,AUS Queensland,0.0171132087
NZ Canterbury,AUS Queensland,0.0206724863
NZ Canterbury,AUS Queensland,0.0200779449
NZ Canterbury,AUS Queensland,0.0206803546
NZ Canterbury,AUS Queensland,0.0200779449
NZ Canterbury,AUS Queensland,0.0159064583
NZ Canterbury,AUS Queensland,0.0159440335
NZ Canterbury,AUS Queensland,0.0165442737
NZ Canterbury,AUS Queensland,0.0165052607
NZ Canterbury,AUS Queensland,0.0182750584
NZ Canterbury,AUS Queensland,0.0188752985
NZ Canterbury,AUS Queensland,0.0182750584
NZ Canterbury,AUS Queensland,0.0165052607
NZ Canterbury,AUS Queensland,0.0159723317
NZ Canterbury,AUS Queensland,0.0159064583
NZ Canterbury,AUS Queensland,0.0177469201
NZ Canterbury,AUS Queensland,0.0165052607
NZ Canterbury,AUS Queensland,0.0177172964
NZ Canterbury,AUS Queensland,0.0170829638
NZ Canterbury,AUS Queensland,0.0165638494
NZ Wellington,AUS Queensland,0.0201612949
NZ Marlborough,AUS Queensland,0.0146987955
AUS New South Wales,AUS Queensland,0.0159440335
AUS New South Wales,AUS Queensland,0.0159064583
AUS New South Wales,AUS Queensland,0.0159064583
AUS New South Wales,AUS Queensland,0.0171047812
AUS New South Wales,AUS Queensland,0.0165368036
AUS New South Wales,AUS Queensland,0.0183082754
AUS New South Wales,AUS Queensland,0.0171351038
AUS New South Wales,AUS Queensland,0.0165052607
AUS New South Wales,AUS Queensland,0.0171047812
AUS Queensland,AUS Queensland,0.0159346231
AUS Queensland,AUS Queensland,0.0171098820
NZ Auckland,AUS Queensland,0.0165052607
NZ Auckland,AUS Queensland,0.0159346231
NZ Auckland,AUS Queensland,0.0170969872
NZ Auckland,AUS Queensland,0.0177177726
NZ Auckland,AUS Queensland,0.0171351038
NZ Auckland,AUS Queensland,0.0023296489
NZ Auckland,AUS Queensland,0.0023296489
NZ Canterbury,AUS Queensland,0.0200704393
NZ Canterbury,AUS Queensland,0.0194762601
NZ Canterbury,AUS Queensland,0.0165052607
NZ Canterbury,AUS Queensland,0.0165052607
NZ Canterbury,AUS Queensland,0.0171452353
NZ Canterbury,AUS Queensland,0.0200704393
NZ Canterbury,AUS Queensland,0.0200704393
NZ Canterbury,AUS Queensland,0.0200704393
NZ Canterbury,AUS Queensland,0.0165052607
NZ Canterbury,AUS Queensland,0.0164978260
NZ Canterbury,AUS Queensland,0.0171132087
NZ Canterbury,AUS Queensland,0.0206724863
NZ Canterbury,AUS Queensland,0.0200779449
NZ Canterbury,AUS Queensland,0.0206803546
NZ Canterbury,AUS Queensland,0.0200779449
NZ Canterbury,AUS Queensland,0.0159064583
NZ Canterbury,AUS Queensland,0.0159440335
NZ Canterbury,AUS Queensland,0.0165442737
NZ Canterbury,AUS Queensland,0.0165052607
NZ Canterbury,AUS Queensland,0.0182750584
NZ Canterbury,AUS Queensland,0.0188752985
NZ Canterbury,AUS Queensland,0.0182750584
NZ Canterbury,AUS Queensland,0.0165052607
NZ Canterbury,AUS Queensland,0.0159723317
NZ Canterbury,AUS Queensland,0.0159064583
NZ Canterbury,AUS Queensland,0.0177469201
NZ Canterbury,AUS Queensland,0.0165052607
NZ Canterbury,AUS Queensland,0.0177172964
NZ Canterbury,AUS Queensland,0.0170829638
NZ Canterbury,AUS Queensland,0.0165638494
NZ Wellington,AUS Queensland,0.0201612949
NZ Marlborough,AUS Queensland,0.0146987955
AUS New South Wales,AUS Queensland,0.0159440335
AUS New South Wales,AUS Queensland,0.0159064583
AUS New South Wales,AUS Queensland,0.0159064583
AUS New South Wales,AUS Queensland,0.0171047812
AUS New South Wales,AUS Queensland,0.0165368036
AUS New South Wales,AUS Queensland,0.0183082754
AUS New South Wales,AUS Queensland,0.0171351038
AUS New South Wales,AUS Queensland,0.0165052607
AUS New South Wales,AUS Queensland,0.0171047812
AUS Queensland,AUS Queensland,0.0159346231
AUS Queensland,AUS Queensland,0.0171098820
AUS Queensland,AUS Queensland,0.0011634677
NZ Auckland,AUS Queensland,0.0159894553
NZ Auckland,AUS Queensland,0.0153790296
NZ Auckland,AUS Queensland,0.0165834715
NZ Auckland,AUS Queensland,0.0166228555
NZ Auckland,AUS Queensland,0.0160084173
NZ Auckland,AUS Queensland,0.0023419247
NZ Auckland,AUS Queensland,0.0023391856
NZ Canterbury,AUS Queensland,0.0195846721
NZ Canterbury,AUS Queensland,0.0189873066
NZ Canterbury,AUS Queensland,0.0154063703
NZ Canterbury,AUS Queensland,0.0159799912
NZ Canterbury,AUS Queensland,0.0160464765
NZ Canterbury,AUS Queensland,0.0195846721
NZ Canterbury,AUS Queensland,0.0195846721
NZ Canterbury,AUS Queensland,0.0195846721
NZ Canterbury,AUS Queensland,0.0154063703
NZ Canterbury,AUS Queensland,0.0153990457
NZ Canterbury,AUS Queensland,0.0165821514
NZ Canterbury,AUS Queensland,0.0201896328
NZ Canterbury,AUS Queensland,0.0195919016
NZ Canterbury,AUS Queensland,0.0201972285
NZ Canterbury,AUS Queensland,0.0195919016
NZ Canterbury,AUS Queensland,0.0148050473
NZ Canterbury,AUS Queensland,0.0148402033
NZ Canterbury,AUS Queensland,0.0154429761
NZ Canterbury,AUS Queensland,0.0154063703
NZ Canterbury,AUS Queensland,0.0177803054
NZ Canterbury,AUS Queensland,0.0183834418
NZ Canterbury,AUS Queensland,0.0177803054
NZ Canterbury,AUS Queensland,0.0154063703
NZ Canterbury,AUS Queensland,0.0148402033
NZ Canterbury,AUS Queensland,0.0148050473
NZ Canterbury,AUS Queensland,0.0166507062
NZ Canterbury,AUS Queensland,0.0154063703
NZ Canterbury,AUS Queensland,0.0172186962
NZ Canterbury,AUS Queensland,0.0165821514
NZ Canterbury,AUS Queensland,0.0154613444
NZ Wellington,AUS Queensland,0.0195919016
NZ Marlborough,AUS Queensland,0.0141862132
AUS New South Wales,AUS Queensland,0.0148402033
AUS New South Wales,AUS Queensland,0.0148050473
AUS New South Wales,AUS Queensland,0.0148050473
AUS New South Wales,AUS Queensland,0.0160084173
AUS New South Wales,AUS Queensland,0.0154356166
AUS New South Wales,AUS Queensland,0.0172164924
AUS New South Wales,AUS Queensland,0.0165816760
AUS New South Wales,AUS Queensland,0.0154063703
AUS New South Wales,AUS Queensland,0.0165816760
AUS Queensland,AUS Queensland,0.0148050473
AUS Queensland,AUS Queensland,0.0166083009
AUS Queensland,AUS Queensland,0.0005847954
AUS Queensland,AUS Queensland,0.0005847954
NZ Auckland,AUS Queensland,0.0165247442
NZ Auckland,AUS Queensland,0.0159534551
NZ Auckland,AUS Queensland,0.0171171719
NZ Auckland,AUS Queensland,0.0177177726
NZ Auckland,AUS Queensland,0.0171553787
NZ Auckland,AUS Queensland,0.0035026413
NZ Auckland,AUS Queensland,0.0035026413
NZ Canterbury,AUS Queensland,0.0213004385
NZ Canterbury,AUS Queensland,0.0207048252
NZ Canterbury,AUS Queensland,0.0165247442
NZ Canterbury,AUS Queensland,0.0165247442
NZ Canterbury,AUS Queensland,0.0171452353
NZ Canterbury,AUS Queensland,0.0213004385
NZ Canterbury,AUS Queensland,0.0213004385
NZ Canterbury,AUS Queensland,0.0213004385
NZ Canterbury,AUS Queensland,0.0165247442
NZ Canterbury,AUS Queensland,0.0165172918
NZ Canterbury,AUS Queensland,0.0183360779
NZ Canterbury,AUS Queensland,0.0219046681
NZ Canterbury,AUS Queensland,0.0213086900
NZ Canterbury,AUS Queensland,0.0219132850
NZ Canterbury,AUS Queensland,0.0213086900
NZ Canterbury,AUS Queensland,0.0159252237
NZ Canterbury,AUS Queensland,0.0159440335
NZ Canterbury,AUS Queensland,0.0165442737
NZ Canterbury,AUS Queensland,0.0165247442
NZ Canterbury,AUS Queensland,0.0194992791
NZ Canterbury,AUS Queensland,0.0201016888
NZ Canterbury,AUS Queensland,0.0194992791
NZ Canterbury,AUS Queensland,0.0165247442
NZ Canterbury,AUS Queensland,0.0159723317
NZ Canterbury,AUS Queensland,0.0159252237
NZ Canterbury,AUS Queensland,0.0177469201
NZ Canterbury,AUS Queensland,0.0165247442
NZ Canterbury,AUS Queensland,0.0189199428
NZ Canterbury,AUS Queensland,0.0183035959
NZ Canterbury,AUS Queensland,0.0165638494
NZ Wellington,AUS Queensland,0.0213973582
NZ Marlborough,AUS Queensland,0.0159115590
AUS New South Wales,AUS Queensland,0.0159440335
AUS New South Wales,AUS Queensland,0.0159252237
AUS New South Wales,AUS Queensland,0.0159252237
AUS New South Wales,AUS Queensland,0.0171249844
AUS New South Wales,AUS Queensland,0.0165368036
AUS New South Wales,AUS Queensland,0.0183299285
AUS New South Wales,AUS Queensland,0.0171553787
AUS New South Wales,AUS Queensland,0.0165247442
AUS New South Wales,AUS Queensland,0.0171249844
AUS Queensland,AUS Queensland,0.0159534551
AUS Queensland,AUS Queensland,0.0183110837
AUS Queensland,AUS Queensland,0.0011648229
AUS Queensland,AUS Queensland,0.0023323657
AUS Queensland,AUS Queensland,0.0017585012
NZ Auckland,AUS Queensland,0.0158877370
NZ Auckland,AUS Queensland,0.0153173914
NZ Auckland,AUS Queensland,0.0164784060
NZ Auckland,AUS Queensland,0.0171171719
NZ Auckland,AUS Queensland,0.0165345032
NZ Auckland,AUS Queensland,0.0017452025
NZ Auckland,AUS Queensland,0.0017441878
NZ Canterbury,AUS Queensland,0.0194691163
NZ Canterbury,AUS Queensland,0.0188752985
NZ Canterbury,AUS Queensland,0.0159064583
NZ Canterbury,AUS Queensland,0.0158877370
NZ Canterbury,AUS Queensland,0.0165442737
NZ Canterbury,AUS Queensland,0.0194691163
NZ Canterbury,AUS Queensland,0.0194691163
NZ Canterbury,AUS Queensland,0.0194691163
NZ Canterbury,AUS Queensland,0.0159064583
NZ Canterbury,AUS Queensland,0.0158993819
NZ Canterbury,AUS Queensland,0.0165136882
NZ Canterbury,AUS Queensland,0.0200704393
NZ Canterbury,AUS Queensland,0.0194762601
NZ Canterbury,AUS Queensland,0.0200779449
NZ Canterbury,AUS Queensland,0.0194762601
NZ Canterbury,AUS Queensland,0.0153083721
NZ Canterbury,AUS Queensland,0.0153445131
NZ Canterbury,AUS Queensland,0.0159440335
NZ Canterbury,AUS Queensland,0.0159064583
NZ Canterbury,AUS Queensland,0.0176755379
NZ Canterbury,AUS Queensland,0.0182750584
NZ Canterbury,AUS Queensland,0.0176755379
NZ Canterbury,AUS Queensland,0.0159064583
NZ Canterbury,AUS Queensland,0.0153717310
NZ Canterbury,AUS Queensland,0.0153083721
NZ Canterbury,AUS Queensland,0.0171452353
NZ Canterbury,AUS Queensland,0.0159064583
NZ Canterbury,AUS Queensland,0.0171170562
NZ Canterbury,AUS Queensland,0.0164845196
NZ Canterbury,AUS Queensland,0.0159628878
NZ Wellington,AUS Queensland,0.0195570652
NZ Marlborough,AUS Queensland,0.0141028478
AUS New South Wales,AUS Queensland,0.0153445131
AUS New South Wales,AUS Queensland,0.0153083721
AUS New South Wales,AUS Queensland,0.0153083721
AUS New South Wales,AUS Queensland,0.0165052607
AUS New South Wales,AUS Queensland,0.0159369235
AUS New South Wales,AUS Queensland,0.0177073138
AUS New South Wales,AUS Queensland,0.0165149967
AUS New South Wales,AUS Queensland,0.0159064583
AUS New South Wales,AUS Queensland,0.0164858232
AUS Queensland,AUS Queensland,0.0153354618
AUS Queensland,AUS Queensland,0.0165103615
AUS Queensland,AUS Queensland,0.0005813954
AUS Queensland,AUS Queensland,0.0005813954
AUS Queensland,AUS Queensland,0.0005841122
AUS Queensland,AUS Queensland,0.0017482535
NZ Auckland,AUS Queensland,0.0166129920
NZ Auckland,AUS Queensland,0.0160102192
NZ Auckland,AUS Queensland,0.0172085959
NZ Auckland,AUS Queensland,0.0178124607
NZ Auckland,AUS Queensland,0.0172164924
NZ Auckland,AUS Queensland,0.0023446702
NZ Auckland,AUS Queensland,0.0023446702
NZ Canterbury,AUS Queensland,0.0202016301
NZ Canterbury,AUS Queensland,0.0196035413
NZ Canterbury,AUS Queensland,0.0166129920
NZ Canterbury,AUS Queensland,0.0166129920
NZ Canterbury,AUS Queensland,0.0172164924
NZ Canterbury,AUS Queensland,0.0202016301
NZ Canterbury,AUS Queensland,0.0202016301
NZ Canterbury,AUS Queensland,0.0202016301
NZ Canterbury,AUS Queensland,0.0166129920
NZ Canterbury,AUS Queensland,0.0166054595
NZ Canterbury,AUS Queensland,0.0171943879
NZ Canterbury,AUS Queensland,0.0208076908
NZ Canterbury,AUS Queensland,0.0202092349
NZ Canterbury,AUS Queensland,0.0208156631
NZ Canterbury,AUS Queensland,0.0202092349
NZ Canterbury,AUS Queensland,0.0160102192
NZ Canterbury,AUS Queensland,0.0160102192
NZ Canterbury,AUS Queensland,0.0166129920
NZ Canterbury,AUS Queensland,0.0166129920
NZ Canterbury,AUS Queensland,0.0183943508
NZ Canterbury,AUS Queensland,0.0189985805
NZ Canterbury,AUS Queensland,0.0183943508
NZ Canterbury,AUS Queensland,0.0166129920
NZ Canterbury,AUS Queensland,0.0160102192
NZ Canterbury,AUS Queensland,0.0160102192
NZ Canterbury,AUS Queensland,0.0178207220
NZ Canterbury,AUS Queensland,0.0166129920
NZ Canterbury,AUS Queensland,0.0177908505
NZ Canterbury,AUS Queensland,0.0171943879
NZ Canterbury,AUS Queensland,0.0166129920
NZ Wellington,AUS Queensland,0.0202574034
NZ Marlborough,AUS Queensland,0.0147944840
AUS New South Wales,AUS Queensland,0.0160102192
AUS New South Wales,AUS Queensland,0.0160102192
AUS New South Wales,AUS Queensland,0.0160102192
AUS New South Wales,AUS Queensland,0.0172164924
AUS New South Wales,AUS Queensland,0.0166054595
AUS New South Wales,AUS Queensland,0.0184280049
AUS New South Wales,AUS Queensland,0.0172164924
AUS New South Wales,AUS Queensland,0.0166129920
AUS New South Wales,AUS Queensland,0.0172164924
AUS Queensland,AUS Queensland,0.0160102192
AUS Queensland,AUS Queensland,0.0172012276
AUS Queensland,AUS Queensland,0.0011709607
AUS Queensland,AUS Queensland,0.0011709607
AUS Queensland,AUS Queensland,0.0005875441
AUS Queensland,AUS Queensland,0.0023446702
AUS Queensland,AUS Queensland,0.0005851376
NZ Auckland,AUS Queensland,0.0165052607
NZ Auckland,AUS Queensland,0.0159346231
NZ Auckland,AUS Queensland,0.0170969872
NZ Auckland,AUS Queensland,0.0177073138
NZ Auckland,AUS Queensland,0.0171351038
NZ Auckland,AUS Queensland,0.0023296489
NZ Auckland,AUS Queensland,0.0023296489
NZ Canterbury,AUS Queensland,0.0200704393
NZ Canterbury,AUS Queensland,0.0194762601
NZ Canterbury,AUS Queensland,0.0165052607
NZ Canterbury,AUS Queensland,0.0165052607
NZ Canterbury,AUS Queensland,0.0171452353
NZ Canterbury,AUS Queensland,0.0200704393
NZ Canterbury,AUS Queensland,0.0200704393
NZ Canterbury,AUS Queensland,0.0200704393
NZ Canterbury,AUS Queensland,0.0165052607
NZ Canterbury,AUS Queensland,0.0164978260
NZ Canterbury,AUS Queensland,0.0171132087
NZ Canterbury,AUS Queensland,0.0206724863
NZ Canterbury,AUS Queensland,0.0200779449
NZ Canterbury,AUS Queensland,0.0206803546
NZ Canterbury,AUS Queensland,0.0200779449
NZ Canterbury,AUS Queensland,0.0159064583
NZ Canterbury,AUS Queensland,0.0159440335
NZ Canterbury,AUS Queensland,0.0165442737
NZ Canterbury,AUS Queensland,0.0165052607
NZ Canterbury,AUS Queensland,0.0182750584
NZ Canterbury,AUS Queensland,0.0188752985
NZ Canterbury,AUS Queensland,0.0182750584
NZ Canterbury,AUS Queensland,0.0165052607
NZ Canterbury,AUS Queensland,0.0159723317
NZ Canterbury,AUS Queensland,0.0159064583
NZ Canterbury,AUS Queensland,0.0177469201
NZ Canterbury,AUS Queensland,0.0165052607
NZ Canterbury,AUS Queensland,0.0177172964
NZ Canterbury,AUS Queensland,0.0170829638
NZ Canterbury,AUS Queensland,0.0165638494
NZ Wellington,AUS Queensland,0.0201612949
NZ Marlborough,AUS Queensland,0.0146987955
AUS New South Wales,AUS Queensland,0.0159440335
AUS New South Wales,AUS Queensland,0.0159064583
AUS New South Wales,AUS Queensland,0.0159064583
AUS New South Wales,AUS Queensland,0.0171047812
AUS New South Wales,AUS Queensland,0.0165368036
AUS New South Wales,AUS Queensland,0.0183082754
AUS New South Wales,AUS Queensland,0.0171351038
AUS New South Wales,AUS Queensland,0.0165052607
AUS New South Wales,AUS Queensland,0.0171047812
AUS Queensland,AUS Queensland,0.0159346231
AUS Queensland,AUS Queensland,0.0171098820
AUS Queensland,AUS Queensland,0.0000000000
AUS Queensland,AUS Queensland,0.0011634677
AUS Queensland,AUS Queensland,0.0005847954
AUS Queensland,AUS Queensland,0.0011648229
AUS Queensland,AUS Queensland,0.0005813954
AUS Queensland,AUS Queensland,0.0011709607
NZ Auckland,AUS Queensland,0.0165052607
NZ Auckland,AUS Queensland,0.0159346231
NZ Auckland,AUS Queensland,0.0170969872
NZ Auckland,AUS Queensland,0.0177177726
NZ Auckland,AUS Queensland,0.0171351038
NZ Auckland,AUS Queensland,0.0023296489
NZ Auckland,AUS Queensland,0.0023296489
NZ Canterbury,AUS Queensland,0.0200704393
NZ Canterbury,AUS Queensland,0.0194762601
NZ Canterbury,AUS Queensland,0.0165052607
NZ Canterbury,AUS Queensland,0.0165052607
NZ Canterbury,AUS Queensland,0.0171452353
NZ Canterbury,AUS Queensland,0.0200704393
NZ Canterbury,AUS Queensland,0.0200704393
NZ Canterbury,AUS Queensland,0.0200704393
NZ Canterbury,AUS Queensland,0.0165052607
NZ Canterbury,AUS Queensland,0.0164978260
NZ Canterbury,AUS Queensland,0.0171132087
NZ Canterbury,AUS Queensland,0.0206724863
NZ Canterbury,AUS Queensland,0.0200779449
NZ Canterbury,AUS Queensland,0.0206803546
NZ Canterbury,AUS Queensland,0.0200779449
NZ Canterbury,AUS Queensland,0.0159064583
NZ Canterbury,AUS Queensland,0.0159440335
NZ Canterbury,AUS Queensland,0.0165442737
NZ Canterbury,AUS Queensland,0.0165052607
NZ Canterbury,AUS Queensland,0.0182750584
NZ Canterbury,AUS Queensland,0.0188752985
NZ Canterbury,AUS Queensland,0.0182750584
NZ Canterbury,AUS Queensland,0.0165052607
NZ Canterbury,AUS Queensland,0.0159723317
NZ Canterbury,AUS Queensland,0.0159064583
NZ Canterbury,AUS Queensland,0.0177469201
NZ Canterbury,AUS Queensland,0.0165052607
NZ Canterbury,AUS Queensland,0.0177172964
NZ Canterbury,AUS Queensland,0.0170829638
NZ Canterbury,AUS Queensland,0.0165638494
NZ Wellington,AUS Queensland,0.0201612949
NZ Marlborough,AUS Queensland,0.0146987955
AUS New South Wales,AUS Queensland,0.0159440335
AUS New South Wales,AUS Queensland,0.0159064583
AUS New South Wales,AUS Queensland,0.0159064583
AUS New South Wales,AUS Queensland,0.0171047812
AUS New South Wales,AUS Queensland,0.0165368036
AUS New South Wales,AUS Queensland,0.0183082754
AUS New South Wales,AUS Queensland,0.0171351038
AUS New South Wales,AUS Queensland,0.0165052607
AUS New South Wales,AUS Queensland,0.0171047812
AUS Queensland,AUS Queensland,0.0159346231
AUS Queensland,AUS Queensland,0.0171098820
AUS Queensland,AUS Queensland,0.0011634677
AUS Queensland,AUS Queensland,0.0011634677
AUS Queensland,AUS Queensland,0.0005847954
AUS Queensland,AUS Queensland,0.0023323657
AUS Queensland,AUS Queensland,0.0005813954
AUS Queensland,AUS Queensland,0.0011709607
AUS Queensland,AUS Queensland,0.0011634677
NZ Auckland,AUS Queensland,0.0146934729
NZ Auckland,AUS Queensland,0.0141227691
NZ Auckland,AUS Queensland,0.0152846188
NZ Auckland,AUS Queensland,0.0158999834
NZ Auckland,AUS Queensland,0.0153167996
NZ Auckland,AUS Queensland,0.0182820051
NZ Auckland,AUS Queensland,0.0182820051
NZ Canterbury,AUS Queensland,0.0099509853
NZ Canterbury,AUS Queensland,0.0093633411
NZ Canterbury,AUS Queensland,0.0146934729
NZ Canterbury,AUS Queensland,0.0146934729
NZ Canterbury,AUS Queensland,0.0153258287
NZ Canterbury,AUS Queensland,0.0099509853
NZ Canterbury,AUS Queensland,0.0099509853
NZ Canterbury,AUS Queensland,0.0099509853
NZ Canterbury,AUS Queensland,0.0146934729
NZ Canterbury,AUS Queensland,0.0146886712
NZ Canterbury,AUS Queensland,0.0011655017
NZ Canterbury,AUS Queensland,0.0105420019
NZ Canterbury,AUS Queensland,0.0093702372
NZ Canterbury,AUS Queensland,0.0099616033
NZ Canterbury,AUS Queensland,0.0093702372
NZ Canterbury,AUS Queensland,0.0140978803
NZ Canterbury,AUS Queensland,0.0141310850
NZ Canterbury,AUS Queensland,0.0147281000
NZ Canterbury,AUS Queensland,0.0146934729
NZ Canterbury,AUS Queensland,0.0070117422
NZ Canterbury,AUS Queensland,0.0076003238
NZ Canterbury,AUS Queensland,0.0070117422
NZ Canterbury,AUS Queensland,0.0146934729
NZ Canterbury,AUS Queensland,0.0141560914
NZ Canterbury,AUS Queensland,0.0140978803
NZ Canterbury,AUS Queensland,0.0159242728
NZ Canterbury,AUS Queensland,0.0146934729
NZ Canterbury,AUS Queensland,0.0017495274
NZ Canterbury,AUS Queensland,0.0011634677
NZ Canterbury,AUS Queensland,0.0147454748
NZ Wellington,AUS Queensland,0.0094088094
NZ Marlborough,AUS Queensland,0.0023285462
AUS New South Wales,AUS Queensland,0.0141310850
AUS New South Wales,AUS Queensland,0.0140978803
AUS New South Wales,AUS Queensland,0.0140978803
AUS New South Wales,AUS Queensland,0.0152897759
AUS New South Wales,AUS Queensland,0.0147232754
AUS New South Wales,AUS Queensland,0.0164883537
AUS New South Wales,AUS Queensland,0.0153167996
AUS New South Wales,AUS Queensland,0.0146934729
AUS New South Wales,AUS Queensland,0.0152897759
AUS Queensland,AUS Queensland,0.0141227691
AUS Queensland,AUS Queensland,0.0058482738
AUS Queensland,AUS Queensland,0.0170829638
AUS Queensland,AUS Queensland,0.0170829638
AUS Queensland,AUS Queensland,0.0165821514
AUS Queensland,AUS Queensland,0.0183035959
AUS Queensland,AUS Queensland,0.0164845196
AUS Queensland,AUS Queensland,0.0171943879
AUS Queensland,AUS Queensland,0.0170829638
AUS Queensland,AUS Queensland,0.0170829638
NZ Auckland,AUS Queensland,0.0164845196
NZ Auckland,AUS Queensland,0.0159148858
NZ Auckland,AUS Queensland,0.0170767354
NZ Auckland,AUS Queensland,0.0176963925
NZ Auckland,AUS Queensland,0.0171132087
NZ Auckland,AUS Queensland,0.0200859758
NZ Auckland,AUS Queensland,0.0200859758
NZ Canterbury,AUS Queensland,0.0117261351
NZ Canterbury,AUS Queensland,0.0111374411
