region1,region2,Distance
NZ Canterbury,AUS Western Australia,0.0154233644
NZ Canterbury,AUS Western Australia,0.0154155055
NZ Canterbury,AUS Western Australia,0.0165984547
NZ Canterbury,AUS Western Australia,0.0202092349
NZ Canterbury,AUS Western Australia,0.0196113111
NZ Canterbury,AUS Western Australia,0.0202173718
NZ Canterbury,AUS Western Australia,0.0196113111
NZ Canterbury,AUS Western Australia,0.0148213174
NZ Canterbury,AUS Western Australia,0.0148565509
NZ Canterbury,AUS Western Australia,0.0154600513
NZ Canterbury,AUS Western Australia,0.0154233644
NZ Canterbury,AUS Western Australia,0.0177975243
NZ Canterbury,AUS Western Australia,0.0184013891
NZ Canterbury,AUS Western Australia,0.0177975243
NZ Canterbury,AUS Western Australia,0.0154233644
NZ Canterbury,AUS Western Australia,0.0148565509
NZ Canterbury,AUS Western Australia,0.0148213174
NZ Canterbury,AUS Western Australia,0.0166692417
NZ Canterbury,AUS Western Australia,0.0154233644
NZ Canterbury,AUS Western Australia,0.0172352671
NZ Canterbury,AUS Western Australia,0.0165984547
NZ Canterbury,AUS Western Australia,0.0154784602
NZ Wellington,AUS Western Australia,0.0196113111
NZ Marlborough,AUS Western Australia,0.0142001632
AUS New South Wales,AUS Western Australia,0.0148565509
AUS New South Wales,AUS Western Australia,0.0148213174
AUS New South Wales,AUS Western Australia,0.0148213174
AUS New South Wales,AUS Western Australia,0.0160261373
AUS New South Wales,AUS Western Australia,0.0154521548
AUS New South Wales,AUS Western Australia,0.0172351544
AUS New South Wales,AUS Western Australia,0.0160261373
AUS New South Wales,AUS Western Australia,0.0154233644
AUS New South Wales,AUS Western Australia,0.0160261373
AUS Queensland,AUS Western Australia,0.0148213174
AUS Queensland,AUS Western Australia,0.0166251803
AUS Queensland,AUS Western Australia,0.0029310973
AUS Queensland,AUS Western Australia,0.0029310973
AUS Queensland,AUS Western Australia,0.0023435532
AUS Queensland,AUS Western Australia,0.0041130888
AUS Queensland,AUS Western Australia,0.0023435532
AUS Queensland,AUS Western Australia,0.0029449083
AUS Queensland,AUS Western Australia,0.0029310973
AUS Queensland,AUS Western Australia,0.0029310973
AUS Queensland,AUS Western Australia,0.0165984547
AUS Queensland,AUS Western Australia,0.0184089576
AUS Queensland,AUS Western Australia,0.0184089576
AUS Queensland,AUS Western Australia,0.0172012276
AUS Queensland,AUS Western Australia,0.0178471002
AUS Queensland,AUS Western Australia,0.0172085959
AUS Queensland,AUS Western Australia,0.0148213174
AUS Queensland,AUS Western Australia,0.0148213174
NZ Waikato,AUS Western Australia,0.0154233644
NZ Waikato,AUS Western Australia,0.0173161995
NZ Waikato,AUS Western Australia,0.0172441160
NZ Waikato,AUS Western Australia,0.0166296376
NZ Waikato,AUS Western Australia,0.0184490911
NZ Waikato,AUS Western Australia,0.0178153021
NZ Waikato,AUS Western Australia,0.0159964077
NZ Waikato,AUS Western Australia,0.0196580459
NZ Wellington,AUS Western Australia,0.0136266923
NZ Wellington,AUS Western Australia,0.0154692503
NZ Wellington,AUS Western Australia,0.0184123196
NZ Wellington,AUS Western Australia,0.0148213174
NZ Wellington,AUS Western Australia,0.0035193327
NZ West Coast,AUS Western Australia,0.0154233644
AUS Western Australia,AUS Western Australia,0.0148213174
AUS Western Australia,AUS Western Australia,0.0172249164
AUS Western Australia,AUS Western Australia,0.0154233644
AUS Western Australia,AUS Western Australia,0.0172164924
AUS Western Australia,AUS Western Australia,0.0202552287
NZ Auckland,AUS Western Australia,0.0170768501
NZ Auckland,AUS Western Australia,0.0165075532
NZ Auckland,AUS Western Australia,0.0176683971
NZ Auckland,AUS Western Australia,0.0183110837
NZ Auckland,AUS Western Australia,0.0177282437
NZ Auckland,AUS Western Australia,0.0029106221
NZ Auckland,AUS Western Australia,0.0029089288
NZ Canterbury,AUS Western Australia,0.0206651443
NZ Canterbury,AUS Western Australia,0.0200704393
NZ Canterbury,AUS Western Australia,0.0170969872
NZ Canterbury,AUS Western Australia,0.0170768501
NZ Canterbury,AUS Western Australia,0.0177387273
NZ Canterbury,AUS Western Australia,0.0206651443
NZ Canterbury,AUS Western Australia,0.0206651443
NZ Canterbury,AUS Western Australia,0.0206651443
NZ Canterbury,AUS Western Australia,0.0170969872
NZ Canterbury,AUS Western Australia,0.0170897145
NZ Canterbury,AUS Western Australia,0.0177068383
NZ Canterbury,AUS Western Australia,0.0212675540
NZ Canterbury,AUS Western Australia,0.0206724863
NZ Canterbury,AUS Western Australia,0.0212752591
NZ Canterbury,AUS Western Australia,0.0206724863
NZ Canterbury,AUS Western Australia,0.0164978260
NZ Canterbury,AUS Western Australia,0.0165368036
NZ Canterbury,AUS Western Australia,0.0171374043
NZ Canterbury,AUS Western Australia,0.0170969872
NZ Canterbury,AUS Western Australia,0.0188685156
NZ Canterbury,AUS Western Australia,0.0194691163
NZ Canterbury,AUS Western Australia,0.0188685156
NZ Canterbury,AUS Western Australia,0.0170969872
NZ Canterbury,AUS Western Australia,0.0165661579
NZ Canterbury,AUS Western Australia,0.0164978260
NZ Canterbury,AUS Western Australia,0.0183407743
NZ Canterbury,AUS Western Australia,0.0170969872
NZ Canterbury,AUS Western Australia,0.0183118046
NZ Canterbury,AUS Western Australia,0.0176755379
NZ Canterbury,AUS Western Australia,0.0171576846
NZ Wellington,AUS Western Australia,0.0207583214
NZ Marlborough,AUS Western Australia,0.0152897759
AUS New South Wales,AUS Western Australia,0.0165368036
AUS New South Wales,AUS Western Australia,0.0164978260
AUS New South Wales,AUS Western Australia,0.0164978260
AUS New South Wales,AUS Western Australia,0.0176968673
AUS New South Wales,AUS Western Australia,0.0171300970
AUS New South Wales,AUS Western Australia,0.0189015961
AUS New South Wales,AUS Western Australia,0.0177073138
AUS New South Wales,AUS Western Australia,0.0170969872
AUS New South Wales,AUS Western Australia,0.0176760114
AUS Queensland,AUS Western Australia,0.0165270419
AUS Queensland,AUS Western Australia,0.0177029952
AUS Queensland,AUS Western Australia,0.0017454558
AUS Queensland,AUS Western Australia,0.0017454558
AUS Queensland,AUS Western Australia,0.0017536181
AUS Queensland,AUS Western Australia,0.0029157141
AUS Queensland,AUS Western Australia,0.0011616934
AUS Queensland,AUS Western Australia,0.0017566987
AUS Queensland,AUS Western Australia,0.0017454558
AUS Queensland,AUS Western Australia,0.0017454558
AUS Queensland,AUS Western Australia,0.0176755379
AUS Queensland,AUS Western Australia,0.0194762601
AUS Queensland,AUS Western Australia,0.0194877628
AUS Queensland,AUS Western Australia,0.0188641704
AUS Queensland,AUS Western Australia,0.0189199428
AUS Queensland,AUS Western Australia,0.0188937557
AUS Queensland,AUS Western Australia,0.0164978260
AUS Queensland,AUS Western Australia,0.0164784060
NZ Waikato,AUS Western Australia,0.0170969872
NZ Waikato,AUS Western Australia,0.0190336985
NZ Waikato,AUS Western Australia,0.0189099602
NZ Waikato,AUS Western Australia,0.0182974680
NZ Waikato,AUS Western Australia,0.0195200653
NZ Waikato,AUS Western Australia,0.0188864398
NZ Waikato,AUS Western Australia,0.0170767354
NZ Waikato,AUS Western Australia,0.0207214478
NZ Wellington,AUS Western Australia,0.0152903654
NZ Wellington,AUS Western Australia,0.0171475384
NZ Wellington,AUS Western Australia,0.0195151746
NZ Wellington,AUS Western Australia,0.0164978260
NZ Wellington,AUS Western Australia,0.0023285462
NZ West Coast,AUS Western Australia,0.0170969872
AUS Western Australia,AUS Western Australia,0.0164784060
AUS Western Australia,AUS Western Australia,0.0183951963
AUS Western Australia,AUS Western Australia,0.0170969872
AUS Western Australia,AUS Western Australia,0.0183980311
AUS Western Australia,AUS Western Australia,0.0207344571
AUS Western Australia,AUS Western Australia,0.0035180401
NZ Auckland,AUS Western Australia,0.0170768501
NZ Auckland,AUS Western Australia,0.0165075532
NZ Auckland,AUS Western Australia,0.0176683971
NZ Auckland,AUS Western Australia,0.0183110837
NZ Auckland,AUS Western Australia,0.0177282437
NZ Auckland,AUS Western Australia,0.0029106221
NZ Auckland,AUS Western Australia,0.0029089288
NZ Canterbury,AUS Western Australia,0.0206651443
NZ Canterbury,AUS Western Australia,0.0200704393
NZ Canterbury,AUS Western Australia,0.0170969872
NZ Canterbury,AUS Western Australia,0.0170768501
NZ Canterbury,AUS Western Australia,0.0177387273
NZ Canterbury,AUS Western Australia,0.0206651443
NZ Canterbury,AUS Western Australia,0.0206651443
NZ Canterbury,AUS Western Australia,0.0206651443
NZ Canterbury,AUS Western Australia,0.0170969872
NZ Canterbury,AUS Western Australia,0.0170897145
NZ Canterbury,AUS Western Australia,0.0177068383
NZ Canterbury,AUS Western Australia,0.0212675540
NZ Canterbury,AUS Western Australia,0.0206724863
NZ Canterbury,AUS Western Australia,0.0212752591
NZ Canterbury,AUS Western Australia,0.0206724863
NZ Canterbury,AUS Western Australia,0.0164978260
NZ Canterbury,AUS Western Australia,0.0165368036
NZ Canterbury,AUS Western Australia,0.0171374043
NZ Canterbury,AUS Western Australia,0.0170969872
NZ Canterbury,AUS Western Australia,0.0188685156
NZ Canterbury,AUS Western Australia,0.0194691163
NZ Canterbury,AUS Western Australia,0.0188685156
NZ Canterbury,AUS Western Australia,0.0170969872
NZ Canterbury,AUS Western Australia,0.0165661579
NZ Canterbury,AUS Western Australia,0.0164978260
NZ Canterbury,AUS Western Australia,0.0183407743
NZ Canterbury,AUS Western Australia,0.0170969872
NZ Canterbury,AUS Western Australia,0.0183118046
NZ Canterbury,AUS Western Australia,0.0176755379
NZ Canterbury,AUS Western Australia,0.0171576846
NZ Wellington,AUS Western Australia,0.0207583214
NZ Marlborough,AUS Western Australia,0.0152897759
AUS New South Wales,AUS Western Australia,0.0165368036
AUS New South Wales,AUS Western Australia,0.0164978260
AUS New South Wales,AUS Western Australia,0.0164978260
AUS New South Wales,AUS Western Australia,0.0176968673
AUS New South Wales,AUS Western Australia,0.0171300970
AUS New South Wales,AUS Western Australia,0.0189015961
AUS New South Wales,AUS Western Australia,0.0177073138
AUS New South Wales,AUS Western Australia,0.0170969872
AUS New South Wales,AUS Western Australia,0.0176760114
AUS Queensland,AUS Western Australia,0.0165270419
AUS Queensland,AUS Western Australia,0.0177029952
AUS Queensland,AUS Western Australia,0.0017454558
AUS Queensland,AUS Western Australia,0.0017454558
AUS Queensland,AUS Western Australia,0.0017536181
AUS Queensland,AUS Western Australia,0.0029157141
AUS Queensland,AUS Western Australia,0.0011616934
AUS Queensland,AUS Western Australia,0.0017566987
AUS Queensland,AUS Western Australia,0.0017454558
AUS Queensland,AUS Western Australia,0.0017454558
AUS Queensland,AUS Western Australia,0.0176755379
AUS Queensland,AUS Western Australia,0.0194762601
AUS Queensland,AUS Western Australia,0.0194877628
AUS Queensland,AUS Western Australia,0.0188641704
AUS Queensland,AUS Western Australia,0.0189199428
AUS Queensland,AUS Western Australia,0.0188937557
AUS Queensland,AUS Western Australia,0.0164978260
AUS Queensland,AUS Western Australia,0.0164784060
NZ Waikato,AUS Western Australia,0.0170969872
NZ Waikato,AUS Western Australia,0.0190336985
NZ Waikato,AUS Western Australia,0.0189099602
NZ Waikato,AUS Western Australia,0.0182974680
NZ Waikato,AUS Western Australia,0.0195200653
NZ Waikato,AUS Western Australia,0.0188864398
NZ Waikato,AUS Western Australia,0.0170767354
NZ Waikato,AUS Western Australia,0.0207214478
NZ Wellington,AUS Western Australia,0.0152903654
NZ Wellington,AUS Western Australia,0.0171475384
NZ Wellington,AUS Western Australia,0.0195151746
NZ Wellington,AUS Western Australia,0.0164978260
NZ Wellington,AUS Western Australia,0.0023285462
NZ West Coast,AUS Western Australia,0.0170969872
AUS Western Australia,AUS Western Australia,0.0164784060
AUS Western Australia,AUS Western Australia,0.0183951963
AUS Western Australia,AUS Western Australia,0.0170969872
AUS Western Australia,AUS Western Australia,0.0183980311
AUS Western Australia,AUS Western Australia,0.0207344571
AUS Western Australia,AUS Western Australia,0.0035180401
AUS Western Australia,AUS Western Australia,0.0000000000
NZ Auckland,AUS Western Australia,0.0170768501
NZ Auckland,AUS Western Australia,0.0164978260
NZ Auckland,AUS Western Australia,0.0176683971
NZ Auckland,AUS Western Australia,0.0183110837
NZ Auckland,AUS Western Australia,0.0177282437
NZ Auckland,AUS Western Australia,0.0029106221
NZ Auckland,AUS Western Australia,0.0029072374
NZ Canterbury,AUS Western Australia,0.0206651443
NZ Canterbury,AUS Western Australia,0.0200704393
NZ Canterbury,AUS Western Australia,0.0170969872
NZ Canterbury,AUS Western Australia,0.0170667993
NZ Canterbury,AUS Western Australia,0.0177387273
NZ Canterbury,AUS Western Australia,0.0206651443
NZ Canterbury,AUS Western Australia,0.0206651443
NZ Canterbury,AUS Western Australia,0.0206651443
NZ Canterbury,AUS Western Australia,0.0170969872
NZ Canterbury,AUS Western Australia,0.0170897145
NZ Canterbury,AUS Western Australia,0.0177068383
NZ Canterbury,AUS Western Australia,0.0212675540
NZ Canterbury,AUS Western Australia,0.0206724863
NZ Canterbury,AUS Western Australia,0.0212752591
NZ Canterbury,AUS Western Australia,0.0206724863
NZ Canterbury,AUS Western Australia,0.0164978260
NZ Canterbury,AUS Western Australia,0.0165368036
NZ Canterbury,AUS Western Australia,0.0171374043
NZ Canterbury,AUS Western Australia,0.0170969872
NZ Canterbury,AUS Western Australia,0.0188685156
NZ Canterbury,AUS Western Australia,0.0194691163
NZ Canterbury,AUS Western Australia,0.0188685156
NZ Canterbury,AUS Western Australia,0.0170969872
NZ Canterbury,AUS Western Australia,0.0165661579
NZ Canterbury,AUS Western Australia,0.0164978260
NZ Canterbury,AUS Western Australia,0.0183407743
NZ Canterbury,AUS Western Australia,0.0170969872
NZ Canterbury,AUS Western Australia,0.0183118046
NZ Canterbury,AUS Western Australia,0.0176755379
NZ Canterbury,AUS Western Australia,0.0171576846
NZ Wellington,AUS Western Australia,0.0207583214
NZ Marlborough,AUS Western Australia,0.0152897759
AUS New South Wales,AUS Western Australia,0.0165368036
AUS New South Wales,AUS Western Australia,0.0164978260
AUS New South Wales,AUS Western Australia,0.0164978260
AUS New South Wales,AUS Western Australia,0.0176968673
AUS New South Wales,AUS Western Australia,0.0171300970
AUS New South Wales,AUS Western Australia,0.0189015961
AUS New South Wales,AUS Western Australia,0.0176968673
AUS New South Wales,AUS Western Australia,0.0170969872
AUS New South Wales,AUS Western Australia,0.0176656018
AUS Queensland,AUS Western Australia,0.0165270419
AUS Queensland,AUS Western Australia,0.0177029952
AUS Queensland,AUS Western Australia,0.0017454558
AUS Queensland,AUS Western Australia,0.0017454558
AUS Queensland,AUS Western Australia,0.0017525936
AUS Queensland,AUS Western Australia,0.0029157141
AUS Queensland,AUS Western Australia,0.0011616934
AUS Queensland,AUS Western Australia,0.0017566987
AUS Queensland,AUS Western Australia,0.0017454558
AUS Queensland,AUS Western Australia,0.0017454558
AUS Queensland,AUS Western Australia,0.0176755379
AUS Queensland,AUS Western Australia,0.0194762601
AUS Queensland,AUS Western Australia,0.0194762601
AUS Queensland,AUS Western Australia,0.0188641704
AUS Queensland,AUS Western Australia,0.0189199428
AUS Queensland,AUS Western Australia,0.0188826058
AUS Queensland,AUS Western Australia,0.0164978260
AUS Queensland,AUS Western Australia,0.0164687131
NZ Waikato,AUS Western Australia,0.0170969872
NZ Waikato,AUS Western Australia,0.0190336985
NZ Waikato,AUS Western Australia,0.0189099602
NZ Waikato,AUS Western Australia,0.0182974680
NZ Waikato,AUS Western Australia,0.0195200653
NZ Waikato,AUS Western Australia,0.0188864398
NZ Waikato,AUS Western Australia,0.0170767354
NZ Waikato,AUS Western Australia,0.0207214478
NZ Wellington,AUS Western Australia,0.0152813779
NZ Wellington,AUS Western Australia,0.0171475384
NZ Wellington,AUS Western Australia,0.0195151746
NZ Wellington,AUS Western Australia,0.0164978260
NZ Wellington,AUS Western Australia,0.0023285462
NZ West Coast,AUS Western Australia,0.0170969872
AUS Western Australia,AUS Western Australia,0.0164687131
AUS Western Australia,AUS Western Australia,0.0183951963
AUS Western Australia,AUS Western Australia,0.0170969872
AUS Western Australia,AUS Western Australia,0.0183980311
AUS Western Australia,AUS Western Australia,0.0207344571
AUS Western Australia,AUS Western Australia,0.0035180401
AUS Western Australia,AUS Western Australia,0.0000000000
AUS Western Australia,AUS Western Australia,0.0000000000
NZ Auckland,AUS Western Australia,0.0011655017
NZ Auckland,AUS Western Australia,0.0005824112
NZ Auckland,AUS Western Australia,0.0017485077
NZ Auckland,AUS Western Australia,0.0023353437
NZ Auckland,AUS Western Australia,0.0017492729
NZ Auckland,AUS Western Australia,0.0177364268
NZ Auckland,AUS Western Australia,0.0177364268
NZ Canterbury,AUS Western Australia,0.0177007530
NZ Canterbury,AUS Western Australia,0.0171069582
NZ Canterbury,AUS Western Australia,0.0011655017
NZ Canterbury,AUS Western Australia,0.0000000000
NZ Canterbury,AUS Western Australia,0.0017533624
NZ Canterbury,AUS Western Australia,0.0177007530
NZ Canterbury,AUS Western Australia,0.0177007530
NZ Canterbury,AUS Western Australia,0.0177007530
NZ Canterbury,AUS Western Australia,0.0011655017
NZ Canterbury,AUS Western Australia,0.0011650771
NZ Canterbury,AUS Western Australia,0.0147194279
NZ Canterbury,AUS Western Australia,0.0183009932
NZ Canterbury,AUS Western Australia,0.0177068383
NZ Canterbury,AUS Western Australia,0.0183074389
NZ Canterbury,AUS Western Australia,0.0177068383
NZ Canterbury,AUS Western Australia,0.0005824112
NZ Canterbury,AUS Western Australia,0.0005837712
NZ Canterbury,AUS Western Australia,0.0011682248
NZ Canterbury,AUS Western Australia,0.0011655017
NZ Canterbury,AUS Western Australia,0.0159093528
NZ Canterbury,AUS Western Australia,0.0165077969
NZ Canterbury,AUS Western Australia,0.0159093528
NZ Canterbury,AUS Western Australia,0.0011655017
NZ Canterbury,AUS Western Australia,0.0005837712
NZ Canterbury,AUS Western Australia,0.0005824112
NZ Canterbury,AUS Western Australia,0.0023391856
NZ Canterbury,AUS Western Australia,0.0011655017
NZ Canterbury,AUS Western Australia,0.0153477799
NZ Canterbury,AUS Western Australia,0.0147194279
NZ Canterbury,AUS Western Australia,0.0011695912
NZ Wellington,AUS Western Australia,0.0171537023
NZ Marlborough,AUS Western Australia,0.0123409746
AUS New South Wales,AUS Western Australia,0.0005837712
AUS New South Wales,AUS Western Australia,0.0005824112
AUS New South Wales,AUS Western Australia,0.0005824112
AUS New South Wales,AUS Western Australia,0.0017492729
AUS New South Wales,AUS Western Australia,0.0011677982
AUS New South Wales,AUS Western Australia,0.0029191186
AUS New South Wales,AUS Western Australia,0.0017492729
AUS New South Wales,AUS Western Australia,0.0011655017
AUS New South Wales,AUS Western Australia,0.0017492729
AUS Queensland,AUS Western Australia,0.0005824112
AUS Queensland,AUS Western Australia,0.0147421364
AUS Queensland,AUS Western Australia,0.0165345032
AUS Queensland,AUS Western Australia,0.0165345032
AUS Queensland,AUS Western Australia,0.0154063703
AUS Queensland,AUS Western Australia,0.0165540558
AUS Queensland,AUS Western Australia,0.0159346231
AUS Queensland,AUS Western Australia,0.0166129920
AUS Queensland,AUS Western Australia,0.0165345032
AUS Queensland,AUS Western Australia,0.0165345032
AUS Queensland,AUS Western Australia,0.0147194279
AUS Queensland,AUS Western Australia,0.0165136882
AUS Queensland,AUS Western Australia,0.0165136882
AUS Queensland,AUS Western Australia,0.0153167996
AUS Queensland,AUS Western Australia,0.0159525005
AUS Queensland,AUS Western Australia,0.0153224981
AUS Queensland,AUS Western Australia,0.0005824112
AUS Queensland,AUS Western Australia,0.0005824112
NZ Waikato,AUS Western Australia,0.0011655017
NZ Waikato,AUS Western Australia,0.0029342807
NZ Waikato,AUS Western Australia,0.0029205691
NZ Waikato,AUS Western Australia,0.0023337265
NZ Waikato,AUS Western Australia,0.0165512074
NZ Waikato,AUS Western Australia,0.0147281000
NZ Waikato,AUS Western Australia,0.0141227691
NZ Waikato,AUS Western Australia,0.0177487449
NZ Wellington,AUS Western Australia,0.0088032985
NZ Wellington,AUS Western Australia,0.0011689076
NZ Wellington,AUS Western Australia,0.0165175357
NZ Wellington,AUS Western Australia,0.0005824112
NZ Wellington,AUS Western Australia,0.0171351038
NZ West Coast,AUS Western Australia,0.0011655017
AUS Western Australia,AUS Western Australia,0.0005824112
AUS Western Australia,AUS Western Australia,0.0035193327
AUS Western Australia,AUS Western Australia,0.0011655017
AUS Western Australia,AUS Western Australia,0.0029284344
AUS Western Australia,AUS Western Australia,0.0153427259
AUS Western Australia,AUS Western Australia,0.0154233644
AUS Western Australia,AUS Western Australia,0.0171272821
AUS Western Australia,AUS Western Australia,0.0171272821
AUS Western Australia,AUS Western Australia,0.0171272821
NZ Auckland,AUS Western Australia,0.0005837712
NZ Auckland,AUS Western Australia,0.0000000000
NZ Auckland,AUS Western Australia,0.0011677982
NZ Auckland,AUS Western Australia,0.0017546438
NZ Auckland,AUS Western Australia,0.0011682248
NZ Auckland,AUS Western Australia,0.0165816760
NZ Auckland,AUS Western Australia,0.0165816760
NZ Canterbury,AUS Western Australia,0.0165468213
NZ Canterbury,AUS Western Australia,0.0159525005
NZ Canterbury,AUS Western Australia,0.0005837712
NZ Canterbury,AUS Western Australia,0.0005837712
NZ Canterbury,AUS Western Australia,0.0011709607
NZ Canterbury,AUS Western Australia,0.0165468213
NZ Canterbury,AUS Western Australia,0.0165468213
NZ Canterbury,AUS Western Australia,0.0165468213
NZ Canterbury,AUS Western Australia,0.0005837712
NZ Canterbury,AUS Western Australia,0.0005836860
NZ Canterbury,AUS Western Australia,0.0135633716
NZ Canterbury,AUS Western Australia,0.0171474220
NZ Canterbury,AUS Western Australia,0.0165527406
NZ Canterbury,AUS Western Australia,0.0171537023
NZ Canterbury,AUS Western Australia,0.0165527406
NZ Canterbury,AUS Western Australia,0.0000000000
NZ Canterbury,AUS Western Australia,0.0000000000
NZ Canterbury,AUS Western Australia,0.0005851376
NZ Canterbury,AUS Western Australia,0.0005837712
NZ Canterbury,AUS Western Australia,0.0147541776
NZ Canterbury,AUS Western Australia,0.0153529800
NZ Canterbury,AUS Western Australia,0.0147541776
NZ Canterbury,AUS Western Australia,0.0005837712
NZ Canterbury,AUS Western Australia,0.0000000000
NZ Canterbury,AUS Western Australia,0.0000000000
NZ Canterbury,AUS Western Australia,0.0017574711
NZ Canterbury,AUS Western Australia,0.0005837712
NZ Canterbury,AUS Western Australia,0.0141895712
NZ Canterbury,AUS Western Australia,0.0135633716
NZ Canterbury,AUS Western Australia,0.0005858231
NZ Wellington,AUS Western Australia,0.0165527406
NZ Marlborough,AUS Western Australia,0.0111833308
AUS New South Wales,AUS Western Australia,0.0000000000
AUS New South Wales,AUS Western Australia,0.0000000000
AUS New South Wales,AUS Western Australia,0.0000000000
AUS New South Wales,AUS Western Australia,0.0011682248
AUS New South Wales,AUS Western Australia,0.0005850520
AUS New South Wales,AUS Western Australia,0.0023394412
AUS New South Wales,AUS Western Australia,0.0011682248
AUS New South Wales,AUS Western Australia,0.0005837712
AUS New South Wales,AUS Western Australia,0.0011682248
AUS Queensland,AUS Western Australia,0.0000000000
AUS Queensland,AUS Western Australia,0.0135845759
AUS Queensland,AUS Western Australia,0.0153790296
AUS Queensland,AUS Western Australia,0.0153790296
AUS Queensland,AUS Western Australia,0.0148050473
AUS Queensland,AUS Western Australia,0.0153972459
AUS Queensland,AUS Western Australia,0.0147787894
AUS Queensland,AUS Western Australia,0.0154521548
AUS Queensland,AUS Western Australia,0.0153790296
AUS Queensland,AUS Western Australia,0.0153790296
AUS Queensland,AUS Western Australia,0.0135633716
AUS Queensland,AUS Western Australia,0.0153587056
AUS Queensland,AUS Western Australia,0.0153587056
AUS Queensland,AUS Western Australia,0.0141611003
AUS Queensland,AUS Western Australia,0.0147944840
AUS Queensland,AUS Western Australia,0.0141666332
AUS Queensland,AUS Western Australia,0.0000000000
AUS Queensland,AUS Western Australia,0.0000000000
NZ Waikato,AUS Western Australia,0.0005837712
NZ Waikato,AUS Western Australia,0.0023501806
NZ Waikato,AUS Western Australia,0.0023405543
NZ Waikato,AUS Western Australia,0.0017533624
NZ Waikato,AUS Western Australia,0.0153932156
NZ Waikato,AUS Western Australia,0.0135713752
NZ Waikato,AUS Western Australia,0.0129663566
NZ Waikato,AUS Western Australia,0.0165919782
NZ Wellington,AUS Western Australia,0.0082308939
NZ Wellington,AUS Western Australia,0.0005854802
NZ Wellington,AUS Western Australia,0.0153620519
NZ Wellington,AUS Western Australia,0.0011682248
NZ Wellington,AUS Western Australia,0.0159799912
NZ West Coast,AUS Western Australia,0.0005837712
AUS Western Australia,AUS Western Australia,0.0000000000
AUS Western Australia,AUS Western Australia,0.0029310973
AUS Western Australia,AUS Western Australia,0.0005837712
AUS Western Australia,AUS Western Australia,0.0023415799
AUS Western Australia,AUS Western Australia,0.0147787894
AUS Western Australia,AUS Western Australia,0.0148213174
AUS Western Australia,AUS Western Australia,0.0159723317
AUS Western Australia,AUS Western Australia,0.0159723317
AUS Western Australia,AUS Western Australia,0.0159723317
AUS Western Australia,AUS Western Australia,0.0005837712
NZ Auckland,AUS Western Australia,0.0005813954
NZ Auckland,AUS Western Australia,0.0000000000
NZ Auckland,AUS Western Australia,0.0011630445
NZ Auckland,AUS Western Australia,0.0017474892
NZ Auckland,AUS Western Australia,0.0011655017
NZ Auckland,AUS Western Australia,0.0171047812
NZ Auckland,AUS Western Australia,0.0171047812
NZ Canterbury,AUS Western Australia,0.0170710302
NZ Canterbury,AUS Western Australia,0.0164786492
NZ Canterbury,AUS Western Australia,0.0005813954
NZ Canterbury,AUS Western Australia,0.0005813954
NZ Canterbury,AUS Western Australia,0.0011661813
NZ Canterbury,AUS Western Australia,0.0170710302
NZ Canterbury,AUS Western Australia,0.0170710302
NZ Canterbury,AUS Western Australia,0.0170710302
NZ Canterbury,AUS Western Australia,0.0005813954
NZ Canterbury,AUS Western Australia,0.0005813109
NZ Canterbury,AUS Western Australia,0.0141227691
NZ Canterbury,AUS Western Australia,0.0176694743
NZ Canterbury,AUS Western Australia,0.0170767354
NZ Canterbury,AUS Western Australia,0.0176755379
NZ Canterbury,AUS Western Australia,0.0170767354
NZ Canterbury,AUS Western Australia,0.0000000000
NZ Canterbury,AUS Western Australia,0.0000000000
NZ Canterbury,AUS Western Australia,0.0005827506
NZ Canterbury,AUS Western Australia,0.0005813954
NZ Canterbury,AUS Western Australia,0.0152846188
NZ Canterbury,AUS Western Australia,0.0158812776
NZ Canterbury,AUS Western Australia,0.0152846188
NZ Canterbury,AUS Western Australia,0.0005813954
NZ Canterbury,AUS Western Australia,0.0000000000
NZ Canterbury,AUS Western Australia,0.0000000000
NZ Canterbury,AUS Western Australia,0.0017502935
NZ Canterbury,AUS Western Australia,0.0005813954
NZ Canterbury,AUS Western Australia,0.0147232754
NZ Canterbury,AUS Western Australia,0.0140978803
NZ Canterbury,AUS Western Australia,0.0005834306
NZ Wellington,AUS Western Australia,0.0165527406
NZ Marlborough,AUS Western Australia,0.0117261351
AUS New South Wales,AUS Western Australia,0.0000000000
AUS New South Wales,AUS Western Australia,0.0000000000
AUS New South Wales,AUS Western Australia,0.0000000000
AUS New South Wales,AUS Western Australia,0.0011634677
AUS New South Wales,AUS Western Australia,0.0005826657
AUS New South Wales,AUS Western Australia,0.0023299026
AUS New South Wales,AUS Western Australia,0.0011655017
AUS New South Wales,AUS Western Australia,0.0005813954
AUS New South Wales,AUS Western Australia,0.0011634677
AUS Queensland,AUS Western Australia,0.0000000000
AUS Queensland,AUS Western Australia,0.0141194424
AUS Queensland,AUS Western Australia,0.0159064583
AUS Queensland,AUS Western Australia,0.0159064583
AUS Queensland,AUS Western Australia,0.0148050473
AUS Queensland,AUS Western Australia,0.0159252237
AUS Queensland,AUS Western Australia,0.0153083721
AUS Queensland,AUS Western Australia,0.0160102192
AUS Queensland,AUS Western Australia,0.0159064583
AUS Queensland,AUS Western Australia,0.0159064583
AUS Queensland,AUS Western Australia,0.0140978803
